original,cm,cs
39,0,0
895,0,0
402,0,0
39,0,0
148,0,0
78,0,0
13697,9748,0
335,0,0
39,0,0
525,0,0
67,0,0
39,0,0
555,0,89443
320,0,0
39,0,0
1813,0,0
39,0,0
39,0,0
64,0,0
1265,0,0
39,0,0
234,0,0
512,0,0
39,0,0
39,0,0
117,0,0
429,0,0
39,0,0
156,0,0
272,0,0
351,0,0
156,0,0
39,0,0
117,0,0
39,0,0
351,0,0
117,0,0
78,0,0
39,0,0
78,0,0
156,0,0
195,0,0
39,0,0
78,0,0
39,0,0
273,0,0
195,0,0
39,0,0
474,0,0
39,0,0
60,0,0
78,0,0
39,0,0
39,0,0
273,0,0
39,0,0
117,0,0
546,0,0
39,0,0
78,0,0
39,0,0
39,0,0
1782,0,0
117,0,0
117,0,0
39,0,0
201,0,0
1894,0,0
390,0,0
589,0,0
150,0,0
67,0,0
17414,14913,0
195,0,0
429,0,0
268,0,0
39,0,0
117,0,0
67,0,0
39,0,0
117,0,0
606,0,0
195,0,0
78,0,0
78,0,0
39,0,0
39,0,0
76,0,0
117,0,0
273,0,0
225,0,0
156,0,0
78,0,0
78,0,0
78,0,0
432,0,0
328,0,0
328,0,0
328,0,0
38,0,0
328,0,0
174,0,67483
764,0,0
163,0,0
175,0,0
1053,0,0
39,0,0
2437,0,0
1806,0,0
39,0,0
977,0,0
471,0,0
1927,0,0
444,0,0
202,0,0
590,0,0
840,0,0
1354,0,0
79,0,0
1453,0,0
220,0,0
75,0,0
238,0,0
106,0,0
268,0,86978
134,0,0
603,0,0
243,0,0
60,0,0
76,0,0
426,0,0
39,0,0
181,0,0
217,0,0
39,0,0
15102,12087,0
39,0,0
295,0,0
60,0,0
39,0,0
39,0,0
315,0,0
293,0,0
867,0,0
1167,0,0
2160,0,0
1292,0,0
39,0,0
39,0,0
155,0,0
318,0,0
894,0,0
172,0,0
775,0,0
117,0,0
39,0,0
39,0,0
349,0,0
185,0,0
390,0,0
279,0,0
939,0,0
221,0,0
51,0,0
52,0,0
57,0,0
114,0,0
320,0,0
1728,0,0
2807,0,0
394,0,0
260,0,0
361,0,0
534,0,0
314,0,0
342,0,0
675,0,0
298,0,0
320,0,0
436,0,0
409,0,0
2171,0,0
193,0,0
143,0,0
344,0,0
381,0,0
814,0,0
192,0,0
331,0,0
331,0,0
38,0,0
2305,110,32819
276,0,0
1035,0,0
39,0,0
39,0,0
78,0,0
134,0,0
222,0,0
39,0,0
99,0,0
554,0,0
266,0,0
483,0,0
506,0,0
2366,0,0
240,0,0
39,0,0
199,0,0
4773,1434,0
242,0,0
77,0,0
341,0,0
75,0,0
1577,0,0
39,0,0
659,0,0
39,0,0
1410,0,0
39,0,0
39,0,0
39,0,0
39,0,0
1365,0,0
1326,0,0
24573,23383,0
39,0,0
266,0,0
39,0,0
354,0,0
270,0,0
295,0,0
252,0,0
189,0,0
393,0,0
682,0,0
343,0,0
285,0,0
324,0,0
378,0,0
4439,2375,0
8821,5949,0
453,0,0
13604,11308,0
1092,0,0
1152,0,0
60,0,0
39,0,0
403,0,0
60,0,0
967,0,0
300,0,0
564,0,0
106,0,0
300,0,0
60,0,0
39,0,0
358,0,0
1043,0,0
1214,0,0
205,0,0
666,0,0
1077,0,0
245,0,0
893,0,0
2610,0,0
424,0,0
1216,0,0
78,0,0
210,0,0
67,0,0
78,0,0
78,0,0
168,0,0
1749,0,0
1718,62,0
39,0,0
505,0,0
1205,0,0
237,0,0
4050,2065,0
60,0,0
39,0,0
222,0,0
284,0,0
39,0,0
75,0,0
60,0,0
39,0,0
216,0,0
39,0,0
608,0,0
39,0,0
1644,0,0
566,0,0
249,0,0
464,0,0
2478,849,0
3518,819,0
390,0,0
39,0,0
83,0,0
78,0,0
810,0,0
39,0,0
225,0,0
39,0,0
277,0,0
39,0,0
75,0,0
988,0,0
1927,0,0
644,0,0
39,0,0
2929,0,0
309,0,0
419,0,0
39,0,0
338,0,0
39,0,0
182,0,0
39,0,0
39,0,0
78,0,0
39,0,0
425,0,0
39,0,0
117,0,0
39,0,0
39,0,0
872,0,0
78,0,0
232,0,0
39,0,0
39,0,0
645,0,0
39,0,0
39,0,0
195,0,0
768,0,0
473,0,0
707,0,0
39,0,0
39,0,0
313,0,0
39,0,0
39,0,0
39,0,0
78,0,0
39,0,0
78,0,0
78,0,0
78,0,0
78,0,36568
60,0,0
49,0,0
39,0,0
39,0,0
78,0,0
274,0,0
78,0,0
342,0,0
39,0,0
39,0,0
975,0,0
117,0,0
1164,0,0
78,0,0
39,0,0
78,0,0
39,0,0
192,0,0
302,0,0
296,0,0
198,0,0
193,0,0
157,0,0
366,0,0
442,0,0
78,0,0
44,0,0
44,0,0
44,0,0
44,0,0
74,0,0
1480,0,0
1130,0,0
325,0,0
69,0,0
60,0,0
166,0,0
353,0,0
1748,0,0
652,0,0
403,0,0
554,0,0
60,0,0
859,0,0
279,0,0
39,0,0
77,0,129449
6075,2846,0
67,0,0
3830,0,0
67,0,0
608,0,0
256,0,0
426,0,0
462,0,0
2196,0,0
67,0,0
285,0,0
39,0,0
234,0,0
306,0,0
39,0,0
265,0,0
39,0,0
100,0,0
51,0,0
400,0,0
100,0,0
100,0,0
100,0,0
100,0,0
52,0,0
300,0,0
302,0,0
320,0,0
36,0,0
60,0,0
1278,0,0
388,0,0
39,0,520421
220,0,0
60,0,0
146,0,0
1056,0,0
3511,743,0
2133,0,0
1149,0,0
60,0,0
1145,0,0
498,0,0
9715,7976,0
1086,0,0
306,0,0
306,0,0
790,0,0
1954,0,0
298,0,0
340,0,0
273,0,0
5558,1563,0
1742,0,0
269,0,0
65,0,0
171,0,0
108,0,0
40,0,0
40,0,0
40,0,0
1414,0,0
2202,0,0
802,0,0
3910,1135,0
471,0,0
39,0,0
335,0,0
863,0,0
39,0,0
1656,0,0
346,0,0
60,0,0
1196,0,0
246,0,0
502,0,0
981,0,0
39,0,0
434,0,0
78,0,0
39,0,0
514,0,0
60,0,0
667,0,0
545,0,0
39,0,0
8928,5065,0
3393,1865,0
366,0,0
80,0,0
402,0,0
39,0,0
39,0,0
1669,0,0
715,0,0
820,0,0
831,0,0
77,0,0
1065,0,0
129,0,0
78,0,0
173,0,0
7257,5374,0
1556,0,0
39,0,0
143,0,0
359,0,0
212,0,0
640,0,0
371,0,0
471,0,0
207,0,0
363,0,0
373,0,0
303,0,0
67,0,0
79,0,0
457,0,0
39,0,0
2207,118,0
2884,43,0
39,0,0
145,0,0
177,0,0
109,0,0
39,0,0
39,0,0
39,0,0
431,0,0
16806,14123,0
39,0,0
228,0,0
39,0,0
39,0,0
39,0,0
117,0,0
3450,387,0
791,0,0
409,0,0
665,0,0
5980,3002,0
39,0,0
420,0,0
866,0,0
6196,3279,0
1075,0,0
60,0,0
39,0,0
150,0,0
39,0,0
78,0,0
99,0,0
3337,0,0
39,0,0
671,0,0
3259,1173,0
77,0,0
256,0,0
1580,0,0
242,0,0
39,0,0
272,0,0
241,0,0
1744,0,0
39,0,0
773,0,0
78,0,0
3706,1748,0
293,0,0
355,0,0
936,0,0
39,0,0
39,0,0
78,0,0
81,0,0
159,0,0
39,0,0
60,0,0
39,0,0
99,0,0
40,0,0
40,0,0
166,0,0
3969,2678,0
476,0,0
177,0,0
120,0,0
321,0,0
1888,0,0
1515,0,0
199,0,0
846,0,0
460,0,0
718,0,0
674,0,0
39,0,0
148,0,0
78,0,0
271,0,0
60,0,0
736,0,0
537,0,0
453,0,0
156,0,0
1017,0,0
39,0,0
156,0,0
195,0,0
156,0,0
88,0,0
60,0,0
2234,0,0
78,0,0
391,0,0
39,0,83998
5637,2672,0
195,0,0
234,0,0
312,0,0
156,0,0
39,0,0
195,0,0
273,0,0
331,0,0
572,0,0
399,0,0
117,0,0
1134,0,0
273,0,0
77,0,0
1507,0,0
374,0,0
450,0,0
273,0,0
222,0,0
117,0,0
120,0,0
150,0,0
429,0,0
78,0,0
234,0,0
234,0,0
60,0,0
39,0,0
270,0,0
39,0,0
653,0,0
39,0,0
120,0,0
1241,0,0
39,0,0
1352,0,0
39,0,0
607,0,0
60,0,0
39,0,0
117,0,0
312,0,0
117,0,0
60,0,0
39,0,0
3102,65,0
39,0,0
386,0,0
138,0,0
117,0,0
390,0,0
693,0,0
39,0,0
39,0,0
921,0,0
39,0,0
259,0,0
39,0,0
331,0,0
39,0,0
78,0,0
141,0,0
60,0,0
515,0,0
4190,1891,0
135,0,0
429,0,0
39,0,0
78,0,0
241,0,0
75,0,0
404,0,0
639,0,0
804,0,0
39,0,0
310,0,0
245,0,0
106,0,0
626,0,0
39,0,0
60,0,0
222,0,0
848,0,0
977,0,0
404,0,0
6030,2584,0
60,0,0
330,0,0
309,0,0
270,0,0
866,0,0
455,0,0
286,0,0
1528,0,0
682,0,0
210,0,0
339,0,0
4404,2761,0
298,0,0
241,0,0
100,0,0
271,0,0
174,0,0
36,0,0
36,0,0
1044,0,0
1728,0,0
144,0,0
50,0,130063
50,0,0
50,0,0
50,0,0
50,0,0
50,0,0
275,0,0
313,0,0
272,0,0
212,0,0
359,0,0
270,0,0
311,0,0
311,0,0
38,0,0
321,0,0
321,0,0
38,0,0
68,0,0
319,0,0
886,0,0
479,0,0
82,0,0
82,0,0
82,0,0
82,0,0
82,0,42680
82,0,0
82,0,0
82,0,0
82,0,0
82,0,0
82,0,0
82,0,0
82,0,0
82,0,0
82,0,0
82,0,0
82,0,0
82,0,0
82,0,0
82,0,0
82,0,0
82,0,0
82,0,0
82,0,0
82,0,0
82,0,0
82,0,0
82,0,0
82,0,0
82,0,0
82,0,0
328,0,0
239,0,0
143,0,0
201,0,0
50,0,0
52,0,0
51,0,0
193,0,0
388,0,0
920,0,0
87,0,0
152,0,0
76,0,0
75,0,0
1334,0,0
1345,0,0
308,0,0
484,0,0
328,0,0
427,0,0
88,0,0
564,0,0
402,0,0
86,0,0
172,0,0
1423,0,0
87,0,0
343,0,0
228,0,0
237,0,0
237,0,0
247,0,0
247,0,0
161,0,0
71,0,0
239,0,0
163,0,0
484,0,0
69,0,0
312,0,0
401,0,0
238,0,0
87,0,0
87,0,0
76,0,0
366,0,0
152,0,0
239,0,0
143,0,0
159,0,0
87,0,0
163,0,0
382,0,0
161,0,0
88,0,0
170,0,0
81,0,0
326,0,0
76,0,0
920,0,0
87,0,0
1165,0,0
87,0,0
844,0,0
154,0,0
484,0,0
89,0,0
149,0,0
175,0,0
174,0,0
76,0,0
86,0,0
86,0,0
755,0,0
87,0,0
224,0,0
224,0,0
161,0,0
161,0,0
142,0,0
163,0,0
87,0,0
484,0,0
69,0,0
312,0,0
243,0,0
322,0,0
239,0,0
372,0,0
174,0,0
174,0,0
174,0,0
139,0,0
76,0,0
163,0,0
239,0,0
87,0,0
365,0,0
81,0,0
326,0,0
76,0,0
128,0,0
100,0,0
86,0,0
50,0,0
100,0,0
50,0,0
40,0,0
40,0,0
408,0,0
312,0,0
1345,0,0
156,0,0
295,0,0
156,0,0
573,0,0
408,0,0
778198,776089,775414
33522,30976,31954
518,0,0
50,0,0
163,0,0
797,0,0
1524,0,0
227,0,0
456,0,0
625,0,0
143,0,0
143,0,0
57,0,0
57,0,0
57,0,0
68,0,0
57,0,0
57,0,0
57,0,0
132,0,0
3589,0,0
3587,1307,0
91,0,0
80,0,0
72,0,0
72,0,0
299,0,0
298,0,0
96,0,0
50,0,0
67,0,0
49,0,0
49,0,0
49,0,0
49,0,0
49,0,0
49,0,0
49,0,0
49,0,0
49,0,0
49,0,0
49,0,0
49,0,0
49,0,0
49,0,0
49,0,0
49,0,0
49,0,0
49,0,0
188,0,0
273,0,0
282,0,0
239,0,0
2723,397,0
818,0,0
11281,7537,0
1764,0,0
64,0,0
652,0,0
276,0,0
217,0,0
154,0,0
1080,0,0
684,0,0
76,0,0
334,0,0
227,0,0
693,0,0
164,0,0
205,0,0
566,0,0
322,0,0
391,0,0
180,0,0
1080,0,0
288,0,0
1764,0,0
1044,0,0
351,0,0
49,0,0
49,0,0
864,0,0
49,0,0
49,0,0
49,0,0
49,0,0
49,0,0
49,0,0
154,0,0
49,0,0
49,0,0
49,0,0
49,0,0
185,0,0
193,0,0
348,0,0
301,0,0
1080,0,0
1080,0,0
272,0,0
2635,0,0
146,0,0
392,0,0
220,0,0
2218,110,0
97,0,0
1008,0,0
1224,0,0
684,0,0
176,0,0
178,0,0
230,0,0
34,0,0
34,0,0
77,0,0
407,0,0
143,0,0
34,0,0
50,0,0
193,0,0
34,0,0
89,0,0
165,0,0
34,0,0
244,0,0
244,0,0
102,0,0
51,0,0
244,0,0
106,0,0
165,0,0
51,0,0
34,0,0
106,0,0
114,0,0
42,0,0
34,0,0
51,0,0
34,0,0
97,0,0
34,0,0
49,0,0
49,0,0
34,0,0
34,0,0
51,0,0
34,0,0
34,0,44058
34,0,0
166,0,0
34,0,0
34,0,0
34,0,0
34,0,0
108,0,0
79,0,0
79,0,0
43,0,0
34,0,0
34,0,0
240,0,0
51,0,0
34,0,0
53,0,0
34,0,0
102,0,0
51,0,0
51,0,33420
34,0,0
151,0,0
101,0,0
51,0,0
34,0,0
42,0,0
77,0,0
138,0,0
67,0,0
69,0,0
64,0,0
207,0,0
207,0,0
75,0,0
141,0,0
138,0,0
67,0,0
65,0,0
183,0,0
183,0,0
207,0,0
207,0,0
75,0,0
277,0,0
67,0,0
62,0,0
62,0,0
67,0,0
207,0,0
57,0,0
114,0,0
69,0,0
134,0,0
57,0,0
67,0,0
69,0,0
64,0,0
828,0,0
72,0,0
67,0,0
183,0,0
65,0,42949
64,0,0
402,0,0
207,0,183723
65,0,0
66,0,0
63,0,0
72,0,0
64,0,0
276,0,0
138,0,0
76,0,0
68,0,0
69,0,0
183,0,0
201,0,0
60,0,0
65,0,0
151,0,0
47,0,0
120,0,0
53,0,0
34,0,0
193,0,0
233,0,0
47,0,0
314,0,0
672,0,0
286,0,0
34,0,0
286,0,0
45,0,0
90,0,0
34,0,0
51,0,0
193,0,0
34,0,0
106,0,0
143,0,0
280,0,0
97,0,0
210,0,0
198,0,0
34,0,0
34,0,0
34,0,0
34,0,0
143,0,0
241,0,0
772,0,0
97,0,0
34,0,0
43,0,0
43,0,0
68,0,0
34,0,0
34,0,0
393,0,0
34,0,0
51,0,0
51,0,0
50,0,0
34,0,0
34,0,0
94,0,0
143,0,0
507,0,0
51,0,0
342,0,0
40,0,0
34,0,0
159,0,36050
34,0,0
330,0,0
34,0,0
34,0,0
45,0,0
34,0,0
34,0,0
34,0,0
34,0,0
57,0,0
193,0,0
193,0,0
83,0,0
83,0,0
83,0,0
83,0,0
125,0,0
184,0,0
93,0,0
51,0,0
34,0,0
217,0,0
34,0,0
34,0,0
88,0,0
45,0,0
45,0,0
34,0,0
34,0,0
108,0,0
299,0,0
57,0,0
34,0,0
34,0,0
34,0,0
34,0,0
34,0,0
34,0,0
60,0,0
59,0,0
63,0,0
63,0,0
41,0,0
68,0,0
34,0,0
34,0,0
34,0,0
38,0,0
68,0,0
100,0,0
86,0,0
143,0,0
108,0,0
143,0,0
34,0,0
145,0,0
34,0,0
34,0,0
34,0,0
94,0,0
128,0,0
34,0,0
34,0,0
81,0,0
34,0,0
34,0,0
710,0,0
1152,0,0
186,0,0
108,0,0
85,0,0
34,0,0
34,0,0
51,0,0
204,0,0
34,0,0
34,0,0
53,0,0
53,0,0
103,0,0
143,0,0
36,0,0
108,0,0
108,0,0
158,0,0
336,0,0
151,0,0
34,0,0
34,0,0
108,0,0
34,0,0
1008,0,0
34,0,0
34,0,0
143,0,0
83,0,0
34,0,0
316,0,0
34,0,0
163,0,0
143,0,0
36,0,0
34,0,0
47,0,0
286,0,0
291,0,0
34,0,0
51,0,0
726,0,0
57,0,0
45,0,0
376,0,0
51,0,0
243,0,0
51,0,0
106,0,0
68,0,0
186,0,0
51,0,25458
34,0,0
320,0,0
51,0,0
68,0,0
106,0,0
34,0,0
1081,0,0
45,0,0
34,0,0
114,0,0
34,0,0
34,0,0
34,0,0
34,0,0
34,0,0
49,0,0
97,0,0
34,0,0
34,0,0
224,0,0
49,0,0
34,0,0
97,0,0
37891,36500,0
43,0,0
34,0,0
34,0,0
51,0,0
165,0,0
34,0,0
165,0,0
94,0,0
151,0,0
34,0,0
68,0,0
143,0,0
143,0,0
45,0,0
45,0,0
34,0,0
193,0,0
34,0,0
34,0,0
34,0,0
193,0,0
48,0,0
34,0,0
545,0,0
124,0,0
34,0,0
68,0,0
68,0,0
108,0,0
34,0,0
83,0,0
69,0,0
80,0,0
80,0,0
44,0,0
44,0,0
44,0,0
44,0,0
51,0,0
57,0,0
79,0,0
151,0,0
34,0,0
130,0,0
34,0,0
51,0,0
42,0,0
313,0,0
34,0,0
34,0,0
102,0,0
34,0,0
34,0,0
68,0,0
186,0,0
143,0,0
59,0,0
59,0,0
34,0,0
1482,0,0
298,0,0
34,0,166818
45,0,0
1044,0,0
77,0,0
68,0,0
34,0,0
34,0,0
45,0,0
193,0,0
151,0,0
51,0,0
243,0,0
124,0,0
34,0,0
34,0,0
34,0,0
36,0,0
34,0,0
52,0,0
45,0,36392
545,0,0
34,0,0
34,0,0
34,0,0
68,0,0
52,0,0
106,0,0
50,0,0
34,0,0
51,0,0
145,0,0
143,0,0
143,0,0
178,0,0
43,0,0
34,0,0
34,0,0
34,0,0
34,0,0
277,0,0
51,0,0
34,0,0
97,0,0
144,0,0
34,0,0
193,0,0
143,0,0
34,0,0
302,0,0
34,0,0
56,0,0
51,0,105439
34,0,0
68,0,0
97,0,0
34,0,0
34,0,0
122,0,0
34,0,0
34,0,0
49,0,0
143,0,0
329,0,0
804,0,0
34,0,0
241,0,0
90,0,0
88,0,0
34,0,0
45,0,0
45,0,0
88,0,0
133,0,0
51,0,0
130,0,0
52,0,0
34,0,0
57,0,0
97,0,0
97,0,0
34,0,0
34,0,0
68,0,67466
34,0,0
151,0,0
34,0,0
34,0,0
51,0,0
34,0,0
34,0,0
1107,0,0
34,0,0
143,0,0
68,0,0
68,0,0
34,0,0
143,0,0
34,0,0
97,0,0
34,0,0
57,0,0
51,0,0
45,0,0
34,0,0
111,0,0
188,0,0
34,0,0
100,0,0
111,0,0
51,0,0
68,0,0
34,0,0
34,0,0
34,0,0
218,0,0
51,0,0
60,0,0
45,0,0
34,0,0
77,0,0
34,0,0
34,0,0
43,0,0
34,0,0
108,0,0
68,0,0
43,0,0
34,0,0
340,0,0
36,0,0
143,0,0
34,0,0
67,0,0
34,0,0
34,0,0
34,0,0
213,0,0
34,0,0
34,0,0
214,0,0
214,0,0
57,0,0
102,0,0
83,0,0
900,0,0
34,0,0
34,0,0
68,0,0
34,0,0
34,0,0
132,0,0
34,0,0
194,0,0
134,0,0
62,0,0
66,0,0
68,0,0
34,0,0
34,0,0
79,0,0
97,0,0
222,0,0
50,0,0
50,0,0
34,0,0
145,0,0
34,0,0
34,0,0
34,0,0
174,0,0
34,0,0
106,0,48957
151,0,0
34,0,0
34,0,0
68,0,0
50,0,0
51,0,0
57,0,0
286,0,0
34,0,0
34,0,0
34,0,0
84269,81030,84033
198,0,0
361,0,0
45,0,0
50,0,0
144,0,0
321,0,0
43,0,0
97,0,0
143,0,0
52,0,0
143,0,0
68,0,0
34,0,0
68,0,0
34,0,0
130,0,0
136,0,0
34,0,0
51,0,0
34,0,0
756,0,0
68,0,0
68,0,0
34,0,0
51,0,0
34,0,0
34,0,0
34,0,0
45,0,0
45,0,0
88,0,0
113,0,0
102,0,0
248,0,0
51,0,0
151,0,0
225,0,0
77,0,0
34,0,0
68,0,0
34,0,0
34,0,0
193,0,0
108,0,0
97,0,0
68,0,0
34,0,0
34,0,0
34,0,0
132,0,0
34,0,0
43,0,0
141,0,0
139,0,0
34,0,0
186,0,0
34,0,0
51,0,0
34,0,0
34,0,0
34,0,0
34,0,0
34,0,0
34,0,0
34,0,0
144,0,0
143,0,0
88,0,0
193,0,0
108,0,0
34,0,0
97,0,0
97,0,0
151,0,0
190,0,0
143,0,0
97,0,0
337,0,0
52,0,0
51,0,0
57,0,0
143,0,0
102,0,0
51,0,0
78,0,0
340,0,0
34,0,0
108,0,0
77,0,0
68,0,0
94,0,0
143,0,0
34,0,0
68,0,0
34,0,0
108,0,0
268,0,0
51,0,0
34,0,0
51,0,0
34,0,0
34,0,0
143,0,0
68,0,0
45,0,0
45,0,0
34,0,0
68,0,0
34,0,0
1152,0,0
116,0,0
198,0,0
34,0,0
34,0,0
108,0,0
34,0,0
34,0,0
95,0,0
51,0,0
34,0,0
68,0,0
204,0,0
334,0,0
68,0,121469
68,0,0
34,0,0
34,0,0
143,0,0
150,0,0
34,0,0
34,0,0
43,0,0
108,0,0
264,0,0
143,0,0
130,0,0
117,0,0
483,0,0
495,0,0
40,0,0
90,0,0
97,0,0
57,0,0
34,0,0
34,0,0
68,0,0
143,0,0
68,0,0
98,0,0
34,0,0
108,0,0
165,0,0
34,0,0
34,0,0
338,0,0
34,0,0
143,0,0
57,0,0
193,0,0
194,0,0
34,0,0
34,0,0
143,0,0
51,0,0
97,0,0
34,0,0
70,0,0
59,0,0
210,0,0
111,0,0
34,0,0
984,0,0
408,0,0
408,0,0
408,0,0
408,0,0
408,0,0
408,0,0
408,0,0
408,0,0
408,0,0
408,0,0
408,0,0
50,0,0
82,0,0
82,0,0
82,0,0
82,0,0
82,0,0
82,0,0
82,0,0
82,0,0
82,0,0
82,0,0
82,0,0
82,0,0
82,0,0
82,0,0
82,0,0
82,0,0
82,0,0
82,0,0
82,0,0
82,0,0
82,0,0
82,0,0
82,0,0
82,0,0
82,0,0
82,0,0
82,0,0
82,0,0
82,0,0
82,0,0
82,0,0
82,0,0
82,0,0
82,0,0
82,0,0
82,0,0
82,0,0
82,0,0
82,0,0
82,0,0
82,0,0
82,0,0
82,0,0
82,0,0
82,0,0
82,0,0
82,0,0
82,0,0
82,0,0
82,0,0
82,0,0
82,0,0
82,0,0
82,0,0
82,0,0
82,0,0
82,0,0
82,0,0
82,0,0
82,0,0
82,0,0
82,0,0
82,0,0
82,0,0
82,0,0
82,0,0
82,0,0
82,0,0
82,0,0
82,0,0
82,0,0
82,0,0
82,0,0
82,0,0
82,0,0
82,0,0
82,0,0
82,0,0
82,0,0
82,0,0
82,0,0
82,0,0
82,0,0
82,0,0
82,0,0
82,0,0
82,0,0
82,0,0
82,0,0
82,0,0
82,0,0
82,0,0
82,0,0
82,0,0
82,0,0
82,0,0
82,0,0
82,0,0
82,0,0
82,0,0
82,0,0
82,0,0
82,0,0
82,0,0
82,0,0
82,0,0
82,0,0
82,0,0
82,0,0
82,0,0
82,0,0
82,0,0
82,0,0
82,0,0
82,0,0
82,0,0
82,0,0
82,0,0
82,0,0
82,0,0
82,0,0
82,0,0
82,0,0
82,0,0
82,0,0
82,0,0
82,0,0
82,0,0
82,0,0
82,0,40021
82,0,0
82,0,0
82,0,0
82,0,0
82,0,0
82,0,0
82,0,0
82,0,0
82,0,0
82,0,0
82,0,0
82,0,0
82,0,0
82,0,0
82,0,0
82,0,0
82,0,0
82,0,0
82,0,0
82,0,0
65,0,0
65,0,0
65,0,0
36,0,0
82,0,0
82,0,0
82,0,0
82,0,0
82,0,0
82,0,0
82,0,0
82,0,0
82,0,0
82,0,0
82,0,0
82,0,0
82,0,0
82,0,0
82,0,0
82,0,0
82,0,0
82,0,0
82,0,0
82,0,0
82,0,0
82,0,0
82,0,0
82,0,35780
82,0,0
82,0,0
82,0,0
82,0,0
82,0,0
82,0,0
82,0,0
82,0,0
82,0,0
82,0,0
82,0,0
82,0,0
82,0,0
82,0,0
82,0,0
82,0,0
82,0,0
82,0,0
82,0,0
82,0,0
82,0,0
82,0,0
82,0,0
82,0,0
82,0,0
82,0,0
82,0,0
82,0,0
82,0,0
82,0,0
82,0,0
82,0,0
82,0,0
82,0,0
82,0,0
82,0,0
82,0,0
82,0,0
82,0,0
82,0,0
82,0,0
82,0,0
82,0,0
82,0,0
82,0,0
82,0,0
82,0,0
82,0,0
82,0,0
82,0,0
82,0,0
82,0,0
82,0,0
82,0,0
82,0,0
82,0,0
82,0,0
82,0,0
82,0,0
82,0,0
82,0,0
82,0,0
82,0,0
82,0,0
82,0,0
82,0,0
82,0,0
82,0,0
82,0,0
82,0,0
82,0,0
82,0,0
82,0,0
82,0,0
82,0,0
82,0,0
82,0,0
82,0,0
82,0,0
82,0,0
82,0,0
82,0,0
82,0,0
82,0,0
82,0,0
82,0,0
82,0,0
82,0,0
82,0,0
82,0,0
82,0,0
82,0,0
82,0,0
82,0,0
82,0,0
82,0,0
82,0,0
82,0,0
82,0,0
82,0,0
82,0,0
82,0,0
82,0,0
82,0,0
82,0,0
82,0,0
82,0,0
82,0,0
82,0,0
82,0,0
82,0,0
82,0,0
82,0,0
82,0,0
82,0,0
82,0,0
82,0,0
82,0,0
82,0,0
82,0,0
82,0,0
82,0,0
82,0,0
82,0,0
82,0,0
82,0,0
82,0,0
82,0,0
82,0,0
82,0,0
82,0,0
82,0,0
82,0,0
82,0,0
82,0,0
82,0,0
82,0,0
82,0,0
82,0,0
82,0,0
82,0,0
82,0,0
82,0,0
82,0,0
82,0,0
82,0,0
82,0,0
82,0,0
82,0,0
82,0,0
82,0,0
82,0,0
82,0,0
82,0,0
82,0,0
82,0,0
82,0,0
82,0,0
82,0,0
82,0,0
82,0,0
82,0,0
82,0,0
82,0,0
82,0,0
82,0,0
82,0,0
82,0,0
82,0,0
82,0,0
82,0,0
82,0,0
82,0,0
82,0,0
82,0,0
82,0,0
82,0,0
82,0,0
82,0,0
82,0,0
82,0,0
82,0,0
82,0,0
82,0,0
82,0,0
82,0,0
82,0,0
82,0,0
82,0,0
82,0,0
82,0,0
82,0,0
82,0,0
82,0,0
82,0,0
82,0,0
82,0,76988
82,0,0
82,0,0
82,0,0
82,0,0
82,0,0
82,0,0
82,0,0
82,0,0
82,0,0
82,0,0
82,0,0
82,0,0
82,0,0
82,0,0
82,0,0
82,0,0
82,0,0
82,0,0
82,0,0
82,0,0
82,0,0
82,0,0
82,0,0
82,0,0
82,0,0
82,0,0
82,0,0
82,0,0
82,0,0
82,0,0
82,0,0
82,0,0
82,0,0
408,0,0
408,0,0
408,0,0
408,0,0
408,0,0
408,0,0
408,0,0
408,0,0
408,0,0
408,0,0
408,0,0
408,0,0
408,0,0
408,0,0
408,0,0
408,0,0
408,0,0
408,0,0
408,0,0
408,0,0
50,0,0
4290,0,172787
50,0,0
34,0,0
50,0,0
50,0,0
50,0,0
50,0,0
34,0,0
34,0,0
36,0,0
34,0,0
34,0,0
34,0,0
50,0,0
34,0,0
34,0,0
34,0,0
50,0,0
84,0,0
84,0,0
50,0,0
50,0,0
50,0,0
36,0,0
36,0,0
84,0,0
36,0,0
446,0,0
163,0,0
62,0,0
70,0,0
80,0,0
812,0,0
69,0,0
50,0,0
50,0,0
50,0,0
50,0,0
50,0,0
50,0,0
50,0,0
36,0,0
50,0,0
36,0,0
50,0,0
50,0,0
50,0,0
50,0,0
36,0,0
50,0,0
86,0,0
36,0,0
50,0,0
36,0,0
50,0,0
164,0,0
100,0,0
178,0,0
50,0,0
50,0,0
50,0,0
50,0,0
50,0,0
62,0,0
82,0,0
82,0,0
82,0,0
82,0,0
82,0,0
82,0,0
82,0,0
82,0,0
82,0,0
82,0,0
82,0,0
82,0,0
82,0,0
82,0,0
82,0,0
82,0,0
82,0,0
82,0,0
82,0,0
82,0,0
82,0,0
82,0,31277
82,0,0
82,0,0
82,0,0
82,0,0
82,0,0
82,0,0
82,0,0
82,0,0
82,0,0
82,0,0
82,0,0
82,0,0
82,0,0
82,0,0
82,0,0
82,0,0
82,0,0
82,0,0
82,0,0
250,0,0
408,0,0
408,0,0
408,0,0
408,0,0
408,0,0
408,0,0
408,0,0
408,0,0
408,0,0
408,0,0
408,0,0
408,0,0
408,0,0
408,0,0
408,0,0
